common_trade_id,trade_id,isin,quantity,price,trade_date,settlement_date,side,counter_party,broker_id,source
O5896Y,CST680744,WL0778809256,7626,709.98,11-05-2025,12-05-2025,Sell,State Street,BRK004,Custodian
D4729U,CST212995,PR2795933691,1924,168.17,23-01-2025,25-01-2025,Sell,BNY Mellon,BRK003,Custodian
C3877F,CST444465,TQ2583291837,9209,834.5,09-04-2025,10-04-2025,Buy,Heath and Sons,BRK001,Custodian
Q4759N,CST249867,NF7862039405,8201,682.31,15-02-2025,17-02-2025,Sell,BNY Mellon,BRK002,Custodian
N2421W,CST752152,WW5902226885,1867,52.47,15-06-2025,18-06-2025,Sell,HDFC Custodian,BRK003,Custodian
N7456E,CST925626,EQ6730687722,7916,177,24-02-2025,25-02-2025,Sell,Northern Trust,BRK003,Custodian
C3077Y,CST542444,VV7430393214,6373,801.84,15-04-2025,17-04-2025,Sell,"Schwartz, Mitchell and Keller",BRK004,Custodian
M4515G,CST504067,KH6811625828,6088,896.4,26-01-2025,27-01-2025,Buy,HDFC Custodian,BRK003,Custodian
D6518S,CST979421,UM8614066651,1422,765.19,26-02-2025,27-02-2025,Buy,HDFC Custodian,BRK004,Custodian
O6127V,CST428566,QC7253461838,9434,413.66,18-03-2025,20-03-2025,Buy,State Street,BRK003,Custodian
Q1427D,CST524645,SC7245242518,1491,267.99,27-12-2024,30-12-2024,Sell,State Street,BRK001,Custodian
I1637Q,CST691451,YX5606350223,1719,160.43,04-01-2025,06-01-2025,Buy,State Street,BRK003,Custodian
L6658P,CST849699,CI3725556295,2782,781.13,17-04-2025,20-04-2025,Buy,State Street,BRK001,Custodian
X5930H,CST418031,JL8826496567,6708,628.09,13-04-2025,14-04-2025,Sell,State Street,BRK004,Custodian
M4821E,CST660508,LN9869450849,9243,696.95,04-02-2025,07-02-2025,Buy,HDFC Custodian,BRK001,Custodian
M6353X,CST862848,FR9256416268,1701,160.99,04-03-2025,07-03-2025,Buy,Payne PLC,BRK003,Custodian
M3670J,CST917565,NH4960855255,8583,581.41,18-03-2025,19-03-2025,Buy,HDFC Custodian,BRK002,Custodian
B3323T,CST723480,JV6556321896,3940,118.36,08-04-2025,11-04-2025,Buy,State Street,BRK003,Custodian
B7916P,CST748566,KA0671584080,5042,366.77,07-05-2025,08-05-2025,Buy,BNY Mellon,BRK002,Custodian
B3835K,CST140877,QK7835886105,5478,456.51,01-03-2025,02-03-2025,Buy,Northern Trust,BRK001,Custodian
L3434K,CST614800,XF8619653576,5288,853.91,20-05-2025,22-05-2025,Buy,BNY Mellon,BRK004,Custodian
F8912L,CST185813,UJ0858361454,3799,657.49,04-05-2025,06-05-2025,Sell,BNY Mellon,BRK001,Custodian
A7924Y,CST426838,CP7787522178,8506,440.64,22-03-2025,25-03-2025,Buy,State Street,BRK001,Custodian
P5792Y,CST827801,QK9230828500,8699,635.06,17-03-2025,18-03-2025,Buy,State Street,BRK002,Custodian
J8203G,CST870944,HV5809526983,8936,426.48,20-04-2025,22-04-2025,Sell,Northern Trust,BRK002,Custodian
L1363F,CST905879,HR7738702715,7648,722.46,03-06-2025,04-06-2025,Buy,Northern Trust,BRK003,Custodian
P2352A,CST300144,NZ0479500561,7737,638.05,15-04-2025,18-04-2025,Buy,BNY Mellon,BRK004,Custodian
K3320D,CST926628,HI7223344098,2728,469.47,04-02-2025,06-02-2025,Buy,State Street,BRK002,Custodian
X4274N,CST512067,LB1148957831,107,809.91,08-05-2025,10-05-2025,Buy,BNY Mellon,BRK002,Custodian
V3048E,CST222106,ZA0256688816,576,680.27,13-03-2025,14-03-2025,Sell,BNY Mellon,BRK003,Custodian
I8266S,CST613224,BE2567571611,2600,271.62,09-04-2025,12-04-2025,Sell,State Street,BRK001,Custodian
O4976V,CST843043,CE0429393906,1533,469.69,03-02-2025,04-02-2025,Sell,HDFC Custodian,BRK004,Custodian
N9213G,CST631850,KJ8415056289,5998,859.92,21-03-2025,22-03-2025,Buy,BNY Mellon,BRK001,Custodian
S4588T,CST853265,RN0151918158,3802,355.57,29-03-2025,30-03-2025,Buy,Northern Trust,BRK002,Custodian
A2902C,CST532481,DA9385375202,6337,740.94,15-02-2025,18-02-2025,Sell,HDFC Custodian,BRK004,Custodian
E5052M,CST694327,EP8099647049,6214,316.48,18-01-2025,20-01-2025,Sell,BNY Mellon,BRK002,Custodian
Z7079R,CST616228,FX8275205091,5787,648.72,28-03-2025,29-03-2025,Buy,Northern Trust,BRK002,Custodian
G9744F,CST185680,FQ0246647323,5101,930.05,19-04-2025,21-04-2025,Buy,Gonzales PLC,BRK002,Custodian
V5778U,CST659610,VD0796763510,4802,654.51,17-06-2025,18-06-2025,Buy,Northern Trust,BRK002,Custodian
M8241A,CST967369,QU2662011529,3384,869.66,09-02-2025,10-02-2025,Buy,BNY Mellon,BRK004,Custodian
U3972W,CST694539,RL0761568382,5675,162.97,18-01-2025,19-01-2025,Sell,Northern Trust,BRK001,Custodian
J4357D,CST880267,DO1427681305,9402,452.07,22-03-2025,24-03-2025,Sell,State Street,BRK004,Custodian
T3679F,CST344456,NI0367911273,3835,946.24,17-02-2025,18-02-2025,Sell,"Duncan, Higgins and Miller",BRK004,Custodian
N2695P,CST408752,ZX0427865651,9507,467.17,27-02-2025,28-02-2025,Buy,State Street,BRK001,Custodian
D7039F,CST884383,VH0177305545,3613,493.37,05-06-2025,06-06-2025,Buy,State Street,BRK002,Custodian
H6947T,CST976658,XQ4125690379,4432,638.57,12-02-2025,15-02-2025,Sell,Northern Trust,BRK002,Custodian
B2368O,CST790897,FL1836333761,7385,509.01,20-04-2025,22-04-2025,Sell,State Street,BRK003,Custodian
V2975D,CST221222,UJ0325115778,114,397,14-06-2025,16-06-2025,Buy,State Street,BRK002,Custodian
M3092T,CST768866,ZW2755655237,3455,505.96,01-06-2025,04-06-2025,Buy,BNY Mellon,BRK001,Custodian
V6655P,CST994171,RT7799688391,3021,124.87,16-03-2025,19-03-2025,Sell,BNY Mellon,BRK001,Custodian
L4214Z,CST131088,TX6884697772,7773,598.7,12-02-2025,15-02-2025,Sell,Northern Trust,BRK001,Custodian
U3772K,CST974754,FU0942498536,2868,461.39,28-02-2025,02-03-2025,Buy,HDFC Custodian,BRK004,Custodian
B2852X,CST388153,UL3867702151,5267,869.73,20-05-2025,22-05-2025,Sell,"Smith, Williams and Cain",BRK004,Custodian
C7961L,CST398016,FX8587026589,4427,920.11,22-04-2025,23-04-2025,Sell,BNY Mellon,BRK001,Custodian
V6234I,CST268783,HW8743503072,1486,580.58,18-04-2025,19-04-2025,Buy,Northern Trust,BRK001,Custodian
O1569E,CST169754,NK6021381389,7094,387.93,21-05-2025,22-05-2025,Buy,Johnson PLC,BRK002,Custodian
T3587H,CST680227,NO1904386734,825,311.45,08-01-2025,09-01-2025,Sell,BNY Mellon,BRK002,Custodian
T9769X,CST113990,CH0624937537,6873,660.18,09-04-2025,12-04-2025,Buy,Northern Trust,BRK003,Custodian
L6657Q,CST680015,IK2490501706,9274,413.45,15-05-2025,17-05-2025,Buy,BNY Mellon,BRK002,Custodian
L8375C,CST671523,HV8618392630,5568,424.79,25-02-2025,28-02-2025,Sell,HDFC Custodian,BRK004,Custodian
X3961P,CST227604,FS2179224377,7404,914.6,11-05-2025,13-05-2025,Buy,Coleman-West,BRK002,Custodian
E5082I,CST538846,IP6052900108,4874,784.46,13-04-2025,16-04-2025,Buy,Northern Trust,BRK003,Custodian
H3984L,CST680504,ZX0769574949,1608,219,06-05-2025,08-05-2025,Buy,HDFC Custodian,BRK004,Custodian
P4041R,CST253714,PU2031584740,7917,188.86,17-03-2025,18-03-2025,Buy,BNY Mellon,BRK002,Custodian
O5616W,CST578766,FF9064142988,8389,398.26,04-03-2025,06-03-2025,Sell,Northern Trust,BRK003,Custodian
W8950X,CST369558,PL8029900592,5257,124.81,05-05-2025,07-05-2025,Sell,Northern Trust,BRK004,Custodian
U8502O,CST111381,GK9483434239,4986,355.11,13-06-2025,14-06-2025,Sell,State Street,BRK002,Custodian
O8953V,CST951538,ES7724091241,3582,784.49,24-01-2025,25-01-2025,Buy,Northern Trust,BRK001,Custodian
N9722J,CST234844,MF7604200182,4976,501.92,08-04-2025,10-04-2025,Sell,State Street,BRK003,Custodian
J4493D,CST279029,FG1880705948,8800,210.78,16-05-2025,17-05-2025,Sell,Castro PLC,BRK003,Custodian
J8890R,CST119518,JL4799432553,2966,293.05,17-01-2025,20-01-2025,Buy,HDFC Custodian,BRK001,Custodian
P1274B,CST935046,IO4397819913,1417,394.62,16-03-2025,19-03-2025,Sell,BNY Mellon,BRK004,Custodian
U6488J,CST560932,BS5961846088,455,916.04,08-02-2025,09-02-2025,Buy,BNY Mellon,BRK004,Custodian
I8096P,CST560449,WG6049316140,571,332.73,07-02-2025,09-02-2025,Sell,BNY Mellon,BRK001,Custodian
J2659Z,CST766181,OM6712961760,4954,578.42,05-03-2025,06-03-2025,Buy,HDFC Custodian,BRK001,Custodian
G5990M,CST554272,WI2057774345,3402,810.57,06-06-2025,08-06-2025,Buy,State Street,BRK003,Custodian
N1972G,CST529762,MI9140326347,1625,953.18,23-01-2025,25-01-2025,Buy,HDFC Custodian,BRK004,Custodian
M8922H,CST511980,VZ7886348433,4808,177.12,22-02-2025,23-02-2025,Sell,Park-Castro,BRK002,Custodian
K1794F,CST526460,PT2040334791,1092,759.64,29-12-2024,01-01-2025,Buy,HDFC Custodian,BRK002,Custodian
K8944B,CST350645,GS1685246082,8909,841.13,12-03-2025,14-03-2025,Buy,HDFC Custodian,BRK004,Custodian
N6074L,CST344641,IX7550212975,9138,864.57,14-01-2025,17-01-2025,Buy,BNY Mellon,BRK004,Custodian
E5034S,CST303318,EU0741797218,4956,409.55,17-01-2025,18-01-2025,Sell,State Street,BRK001,Custodian
Q8221C,CST257079,DE8390097631,2167,58.14,08-02-2025,10-02-2025,Sell,HDFC Custodian,BRK003,Custodian
U7981X,CST560043,RK1801861983,1022,695.01,22-03-2025,23-03-2025,Sell,HDFC Custodian,BRK001,Custodian
V6019C,CST669326,XN7632810618,4108,896.42,15-01-2025,16-01-2025,Sell,BNY Mellon,BRK004,Custodian
O5100E,CST465819,UW6871041219,3383,999.99,23-04-2025,25-04-2025,Sell,Berg PLC,BRK004,Custodian
I7941A,CST111704,GX7751912139,7547,535.59,07-06-2025,09-06-2025,Buy,Northern Trust,BRK001,Custodian
J5367X,CST507223,VV7709358168,3842,771.09,17-05-2025,20-05-2025,Buy,BNY Mellon,BRK004,Custodian
N8754I,CST734640,PA6877621396,3224,657.79,04-03-2025,06-03-2025,Sell,HDFC Custodian,BRK003,Custodian
N7779Z,CST876778,TM1514777362,7019,599.42,10-04-2025,13-04-2025,Sell,State Street,BRK002,Custodian
K9469C,CST707396,AI4448955799,924,522.95,31-01-2025,01-02-2025,Buy,"Coffey, Johnson and Fleming",BRK002,Custodian
K1296M,CST239313,SD0094196154,8733,759.94,21-05-2025,24-05-2025,Buy,State Street,BRK003,Custodian
L8723Q,CST714501,IF1472166220,2013,724.82,25-05-2025,28-05-2025,Buy,HDFC Custodian,BRK001,Custodian
V5089G,CST419025,KY5081211272,4553,179.56,05-01-2025,06-01-2025,Buy,State Street,BRK002,Custodian
T4567H,CST795194,YI2974927304,3430,516.3,07-03-2025,10-03-2025,Sell,Gonzales-Baker,BRK001,Custodian
I1149X,CST394933,EG6553808864,2843,845.26,07-06-2025,10-06-2025,Sell,Northern Trust,BRK001,Custodian
O7404T,CST823896,NO8367476348,4154,761.59,28-01-2025,29-01-2025,Buy,HDFC Custodian,BRK001,Custodian
S1300S,CST934392,GP0724037582,3373,234.31,24-12-2024,26-12-2024,Sell,State Street,BRK002,Custodian
E6620R,CST576813,PO3108790835,8501,620.22,06-03-2025,08-03-2025,Sell,State Street,BRK003,Custodian
V6457D,CST818522,SM8967073702,1993,732.05,15-03-2025,18-03-2025,Sell,Northern Trust,BRK004,Custodian
C3176F,CST953619,NN7853571546,936,598.09,15-01-2025,16-01-2025,Sell,State Street,BRK001,Custodian
K3416H,CST131948,WE7851892397,7712,699.08,29-01-2025,30-01-2025,Buy,Northern Trust,BRK004,Custodian
F5005U,CST442664,SZ7306056601,2612,591.79,12-03-2025,14-03-2025,Buy,HDFC Custodian,BRK002,Custodian
G5881X,CST156598,VU4074899164,9856,341.67,07-01-2025,09-01-2025,Buy,HDFC Custodian,BRK001,Custodian
I1765C,CST452012,QU8784686478,4439,929.14,18-03-2025,20-03-2025,Sell,Northern Trust,BRK001,Custodian
Z8270U,CST441497,LF4036284474,5090,629.6,07-06-2025,10-06-2025,Buy,HDFC Custodian,BRK003,Custodian
L4807Q,CST859304,ER8233996194,2600,955.59,13-05-2025,16-05-2025,Buy,State Street,BRK001,Custodian
X2853A,CST662345,FO9081872329,4660,942.5,21-02-2025,24-02-2025,Sell,HDFC Custodian,BRK002,Custodian
H3343W,CST715693,NP7041758136,1296,689.72,11-03-2025,13-03-2025,Buy,BNY Mellon,BRK001,Custodian
Y8671O,CST801334,NT6731311066,1708,420.96,28-12-2024,29-12-2024,Sell,Northern Trust,BRK003,Custodian
F3433K,CST576364,SS3503011751,597,298.6,28-01-2025,31-01-2025,Sell,Northern Trust,BRK004,Custodian
F9868P,CST641420,BD0503900126,4073,766.87,29-12-2024,31-12-2024,Buy,BNY Mellon,BRK001,Custodian
Z1876G,CST658540,SK9322751473,2565,723.63,06-03-2025,07-03-2025,Sell,Frank-Novak,BRK002,Custodian
U4891O,CST265404,HH9120897233,7967,969.73,15-05-2025,17-05-2025,Buy,State Street,BRK003,Custodian
Q7116O,CST563746,JQ5891456499,688,940.67,24-12-2024,25-12-2024,Buy,BNY Mellon,BRK003,Custodian
F4556L,CST997642,MA7184345034,951,826.22,12-03-2025,13-03-2025,Buy,BNY Mellon,BRK001,Custodian
F4764Z,CST343189,FT3998590293,9102,460.1,13-02-2025,16-02-2025,Buy,BNY Mellon,BRK002,Custodian
T2050D,CST230654,ZL9280844546,7908,685.57,23-05-2025,25-05-2025,Sell,HDFC Custodian,BRK003,Custodian
N7061H,CST605078,QW4501538820,3119,330.3,07-01-2025,09-01-2025,Buy,Northern Trust,BRK002,Custodian
J2575L,CST545737,IC6444764766,9302,771.28,07-06-2025,08-06-2025,Sell,State Street,BRK002,Custodian
X3438T,CST701122,WT6195102478,7079,957.37,22-12-2024,23-12-2024,Sell,Northern Trust,BRK002,Custodian
H3779I,CST620699,UO9785204279,7786,375.66,13-01-2025,16-01-2025,Buy,State Street,BRK002,Custodian
G5107P,CST423556,EL2490219558,6913,684.53,02-05-2025,03-05-2025,Buy,BNY Mellon,BRK002,Custodian
M4599Y,CST130412,NM9758461787,5897,318.03,08-01-2025,11-01-2025,Sell,State Street,BRK001,Custodian
X9678L,CST492965,OF6924234900,9810,525.08,15-02-2025,16-02-2025,Sell,Northern Trust,BRK002,Custodian
I3527S,CST367391,YL4879718670,4636,624.26,10-01-2025,11-01-2025,Buy,HDFC Custodian,BRK002,Custodian
U1021W,CST880819,BD3849380304,5314,911.93,15-03-2025,18-03-2025,Sell,HDFC Custodian,BRK002,Custodian
A2678H,CST382776,HR9791201314,7156,900.16,19-05-2025,21-05-2025,Sell,HDFC Custodian,BRK002,Custodian
F4555T,CST108156,UU8946454884,5633,70.49,01-01-2025,03-01-2025,Buy,BNY Mellon,BRK002,Custodian
C4910X,CST147421,LK7049827158,3683,344.44,17-06-2025,18-06-2025,Buy,State Street,BRK004,Custodian
O3748A,CST444019,FA5092829630,5612,988.82,13-02-2025,14-02-2025,Sell,HDFC Custodian,BRK003,Custodian
U9441A,CST942030,ZO9180250525,4178,221.42,19-04-2025,20-04-2025,Sell,State Street,BRK002,Custodian
P8050N,CST617813,UC7313999264,7815,91.27,12-06-2025,14-06-2025,Sell,Northern Trust,BRK001,Custodian
B6256C,CST257061,ZS5973716256,7216,195.13,01-04-2025,03-04-2025,Buy,State Street,BRK003,Custodian
Q4934C,CST691678,ZU0079588741,1867,113.03,26-03-2025,29-03-2025,Buy,State Street,BRK004,Custodian
G1325W,CST474761,CK7822808275,9490,505.8,12-03-2025,13-03-2025,Sell,Northern Trust,BRK004,Custodian
X8545Q,CST318406,UY5833905392,5396,74.53,25-04-2025,28-04-2025,Buy,HDFC Custodian,BRK002,Custodian
L2644Q,CST844205,SS6318089622,1860,753.17,13-04-2025,14-04-2025,Sell,BNY Mellon,BRK002,Custodian
Z6782A,CST351854,VD8948987724,9604,689.91,12-06-2025,14-06-2025,Buy,BNY Mellon,BRK004,Custodian
O1575M,CST255315,PD2838911799,2809,647.04,17-05-2025,19-05-2025,Sell,State Street,BRK004,Custodian
L5401Q,CST913499,HX1307172968,2382,418.46,08-03-2025,09-03-2025,Buy,Northern Trust,BRK002,Custodian
B6037N,CST629227,WO4635824015,3618,100.83,25-05-2025,26-05-2025,Buy,HDFC Custodian,BRK004,Custodian
F6361B,CST678565,ZX6778634516,7213,806.5,25-01-2025,28-01-2025,Buy,Merritt Inc,BRK001,Custodian
R2069P,CST792902,EY5093970689,2516,922.32,03-01-2025,05-01-2025,Sell,Northern Trust,BRK003,Custodian
O9418L,CST516765,XN7853965385,671,245.01,01-04-2025,03-04-2025,Sell,Northern Trust,BRK004,Custodian
B4727L,CST640190,MA6369044517,4195,341.17,20-03-2025,23-03-2025,Sell,Northern Trust,BRK001,Custodian
Q2066B,CST332144,NE2240530774,5000,151.03,19-04-2025,21-04-2025,Buy,BNY Mellon,BRK002,Custodian
K8704K,CST451020,FT4352390788,3894,428.74,16-04-2025,18-04-2025,Sell,Johnson Group,BRK002,Custodian
A5864C,CST492058,ZW3133217429,4587,557.89,17-03-2025,19-03-2025,Buy,BNY Mellon,BRK003,Custodian
Y4571S,CST733299,EO5510189863,6133,234.42,20-01-2025,21-01-2025,Buy,BNY Mellon,BRK004,Custodian
B4702Q,CST736931,QL3452883486,5225,255.11,08-02-2025,09-02-2025,Buy,Northern Trust,BRK002,Custodian
L6653J,CST850262,JS0914132703,9941,549.61,20-04-2025,21-04-2025,Sell,BNY Mellon,BRK002,Custodian
O3614Q,CST201730,PV3609437601,5786,852.32,25-12-2024,26-12-2024,Sell,State Street,BRK003,Custodian
B5873S,CST752966,LZ2686623796,5117,261.14,26-01-2025,27-01-2025,Buy,State Street,BRK001,Custodian
X1977X,CST846481,LL0645691679,7812,900.31,15-03-2025,16-03-2025,Sell,State Street,BRK004,Custodian
C4970C,CST355216,PE8351567597,5779,805.56,17-03-2025,19-03-2025,Sell,Mcgee-Contreras,BRK002,Custodian
Q1639N,CST834754,LU9585761563,216,96.83,01-01-2025,03-01-2025,Buy,BNY Mellon,BRK002,Custodian
U5221C,CST642473,GS4852156003,5536,318.65,27-03-2025,29-03-2025,Buy,State Street,BRK001,Custodian
I7176Q,CST150716,FF8376547424,4018,160.69,17-03-2025,20-03-2025,Sell,Northern Trust,BRK002,Custodian
V7055U,CST320654,LG0742569892,1155,221.09,24-02-2025,26-02-2025,Sell,BNY Mellon,BRK002,Custodian
E8833S,CST908364,ZS2776739763,6476,838.11,14-03-2025,16-03-2025,Buy,State Street,BRK004,Custodian
E9433O,CST896705,EM3162586152,3546,848.53,09-06-2025,11-06-2025,Buy,State Street,BRK003,Custodian
Q1503A,CST790327,GC9577278962,253,381.66,24-12-2024,25-12-2024,Sell,HDFC Custodian,BRK004,Custodian
E2733Y,CST631529,QZ5616898014,7373,811.95,28-05-2025,29-05-2025,Sell,State Street,BRK001,Custodian
D2963K,CST875613,VO6005581173,7002,820.87,21-01-2025,24-01-2025,Sell,Northern Trust,BRK001,Custodian
I3680Q,CST106022,GU7939373046,6688,128.85,29-04-2025,01-05-2025,Buy,BNY Mellon,BRK001,Custodian
M3027V,CST996799,AA6656645630,2176,85.12,24-05-2025,26-05-2025,Buy,HDFC Custodian,BRK001,Custodian
M2273T,CST731964,NT6176303147,3159,764.88,24-12-2024,25-12-2024,Sell,Northern Trust,BRK003,Custodian
U9091T,CST164427,OS8441867665,327,867.26,28-04-2025,29-04-2025,Sell,BNY Mellon,BRK003,Custodian
I1719E,CST793411,LU5214799509,7162,764.79,06-03-2025,08-03-2025,Buy,Northern Trust,BRK003,Custodian
W8393B,CST848728,TY0649933224,4923,245.73,04-06-2025,06-06-2025,Sell,Northern Trust,BRK002,Custodian
J6466A,CST546727,OY8569903425,5561,526.1,13-05-2025,15-05-2025,Buy,HDFC Custodian,BRK002,Custodian
H4375L,CST952082,ZG7286572521,3283,86.5,20-05-2025,21-05-2025,Sell,HDFC Custodian,BRK001,Custodian
I3773E,CST907591,SN6922447807,1490,180.16,31-05-2025,03-06-2025,Sell,BNY Mellon,BRK002,Custodian
C2515N,CST320995,GI8264579912,9918,497.69,21-05-2025,24-05-2025,Buy,BNY Mellon,BRK004,Custodian
Y4219A,CST387553,AG4276017264,3357,991.33,14-01-2025,15-01-2025,Buy,Northern Trust,BRK004,Custodian
T2033X,CST786746,UK4442430059,1849,114.62,25-02-2025,26-02-2025,Sell,BNY Mellon,BRK004,Custodian
Q3744D,CST608470,FL3875141636,8691,191.56,10-01-2025,11-01-2025,Buy,State Street,BRK002,Custodian
C9023N,CST801891,CU2876711134,7875,69.78,14-02-2025,15-02-2025,Sell,BNY Mellon,BRK002,Custodian
H4036D,CST668941,GE1827937430,2646,918.04,19-03-2025,22-03-2025,Sell,State Street,BRK002,Custodian
E1240K,CST469596,FG4770826427,8998,561.9,20-01-2025,22-01-2025,Buy,HDFC Custodian,BRK002,Custodian
S9095E,CST118488,ZP3474059838,1015,648.86,14-05-2025,15-05-2025,Buy,Northern Trust,BRK003,Custodian
U7278D,CST336057,LR6845686878,7144,632.85,22-05-2025,25-05-2025,Sell,State Street,BRK001,Custodian
N2087L,CST116620,BJ2410672988,7110,485.85,11-05-2025,13-05-2025,Sell,State Street,BRK002,Custodian
P4737Y,CST124126,KK3831422333,4436,365.85,23-02-2025,26-02-2025,Sell,State Street,BRK001,Custodian
J7811W,CST450719,UT5054468319,9306,776.55,20-04-2025,22-04-2025,Sell,Northern Trust,BRK003,Custodian
O4657L,CST810928,ET2652359160,3065,530.37,29-04-2025,02-05-2025,Buy,State Street,BRK001,Custodian
O6850Q,CST895617,OR0199151593,6147,195.07,12-06-2025,14-06-2025,Sell,HDFC Custodian,BRK002,Custodian
A4429V,CST307582,BH3209140623,9090,239.81,01-04-2025,02-04-2025,Sell,Northern Trust,BRK004,Custodian
D9495I,CST629567,BY2425457843,2228,905.94,26-01-2025,28-01-2025,Sell,Northern Trust,BRK002,Custodian
U4823S,CST522415,UF9838388885,3718,506.7,24-05-2025,26-05-2025,Buy,Northern Trust,BRK001,Custodian
K6608H,CST798428,IF0249673425,3735,660.41,14-02-2025,17-02-2025,Buy,HDFC Custodian,BRK001,Custodian
Q1376E,CST479345,TA7046088860,8407,502.59,24-12-2024,25-12-2024,Sell,Northern Trust,BRK003,Custodian
A4236A,CST933353,OT7165919252,3857,972.1,12-02-2025,15-02-2025,Buy,Young Inc,BRK002,Custodian
I9959X,CST812847,LP7655366771,1682,937.62,30-01-2025,31-01-2025,Buy,HDFC Custodian,BRK003,Custodian
B2284N,CST376847,EP5427538613,1112,186.53,09-06-2025,10-06-2025,Buy,HDFC Custodian,BRK001,Custodian
O9744Q,CST592311,EO5825311216,7362,358.2,17-03-2025,19-03-2025,Buy,Northern Trust,BRK002,Custodian
X8531X,CST284007,VL9116641550,1246,275.67,30-03-2025,31-03-2025,Buy,BNY Mellon,BRK003,Custodian
G8283V,CST960511,XM6382025939,1994,87.62,26-04-2025,29-04-2025,Sell,BNY Mellon,BRK004,Custodian
A1853M,CST130668,XI6886482643,2555,146.45,28-05-2025,30-05-2025,Sell,Northern Trust,BRK002,Custodian
Y3675D,CST653021,RR2696620339,4425,955.06,28-03-2025,29-03-2025,Buy,BNY Mellon,BRK003,Custodian
J4221I,CST544458,MB3728189804,1544,599.32,09-02-2025,10-02-2025,Buy,HDFC Custodian,BRK004,Custodian
G2872U,CST684481,JJ1080400552,7154,167.99,18-04-2025,19-04-2025,Buy,Northern Trust,BRK001,Custodian
M9863W,CST849592,EJ4398465671,5758,114.47,15-03-2025,16-03-2025,Buy,HDFC Custodian,BRK001,Custodian
K7731T,CST267075,SO6752939385,1898,150.5,09-05-2025,12-05-2025,Buy,Northern Trust,BRK003,Custodian
R9631B,CST129704,YX8155023302,8063,683.87,28-01-2025,30-01-2025,Buy,State Street,BRK002,Custodian
Y7581T,CST379712,UA9268909637,6144,144.96,17-02-2025,20-02-2025,Sell,State Street,BRK002,Custodian
V1999B,CST600333,BE0731304726,4592,409.01,03-03-2025,05-03-2025,Buy,State Street,BRK003,Custodian
F1448L,CST576377,WR1680526893,6408,706.98,07-01-2025,09-01-2025,Buy,Gardner Ltd,BRK002,Custodian
K1739F,CST779516,RY6170752670,3306,177.17,22-04-2025,23-04-2025,Buy,HDFC Custodian,BRK001,Custodian
K6267B,CST628891,OZ2505582939,9791,713.38,13-04-2025,14-04-2025,Buy,State Street,BRK003,Custodian
N8066W,CST510787,HP5281954495,6951,532.35,16-02-2025,19-02-2025,Sell,State Street,BRK001,Custodian
R9374E,CST614782,NB9287540786,3815,486.06,15-06-2025,17-06-2025,Buy,State Street,BRK001,Custodian
Q8873Y,CST757932,QF9275680564,6949,140.83,05-04-2025,06-04-2025,Sell,HDFC Custodian,BRK004,Custodian
W4791S,CST282828,VK4920367023,670,485.81,31-12-2024,02-01-2025,Buy,Northern Trust,BRK003,Custodian
D8161E,CST550134,CY0118958624,6845,185.6,28-12-2024,29-12-2024,Sell,Northern Trust,BRK004,Custodian
L2479U,CST510421,RS9929192022,734,993.68,27-01-2025,29-01-2025,Sell,HDFC Custodian,BRK004,Custodian
X2570X,CST937823,GM5638227466,7749,373.32,12-06-2025,13-06-2025,Sell,Marquez PLC,BRK004,Custodian
V1744R,CST637685,FC4284859510,373,780.56,18-05-2025,21-05-2025,Buy,Northern Trust,BRK002,Custodian
W9349Y,CST726851,VF0789218937,5450,733.51,11-06-2025,13-06-2025,Sell,Northern Trust,BRK002,Custodian
W8176J,CST511913,CL5446286163,1857,902.31,15-01-2025,16-01-2025,Buy,Northern Trust,BRK001,Custodian
I4206L,CST558915,WF8571352244,969,276.12,24-04-2025,26-04-2025,Buy,BNY Mellon,BRK004,Custodian
W3400Y,CST294259,TR4597812075,8481,852.85,03-05-2025,04-05-2025,Buy,HDFC Custodian,BRK002,Custodian
P1987O,CST368892,GL9370839265,2729,421.48,27-05-2025,28-05-2025,Sell,"Cunningham, Phillips and Green",BRK002,Custodian
H4135N,CST962654,ZB1518491411,8329,516.71,08-05-2025,11-05-2025,Buy,Northern Trust,BRK002,Custodian
O1915B,CST594392,DL8574815770,5070,617.12,20-04-2025,22-04-2025,Buy,State Street,BRK002,Custodian
K3326Q,CST947132,WO0813312887,307,398.46,17-01-2025,20-01-2025,Sell,HDFC Custodian,BRK002,Custodian
N8348E,CST707333,RY3642290641,724,432.92,17-05-2025,18-05-2025,Buy,HDFC Custodian,BRK004,Custodian
X4214V,CST904853,EJ2660864315,8253,504.06,24-04-2025,26-04-2025,Sell,BNY Mellon,BRK001,Custodian
S2028S,CST990263,QZ1538561901,8901,995.15,07-06-2025,09-06-2025,Buy,BNY Mellon,BRK002,Custodian
R8170I,CST260237,QT6642841647,2866,234.28,21-04-2025,24-04-2025,Buy,State Street,BRK002,Custodian
D6888J,CST846392,RO9884571702,3345,886.8,25-02-2025,26-02-2025,Buy,BNY Mellon,BRK001,Custodian
U9782R,CST835212,OV6710699545,5996,530.5,26-04-2025,29-04-2025,Buy,State Street,BRK004,Custodian
I7710B,CST192216,TP1092474152,7765,324.58,18-03-2025,19-03-2025,Sell,BNY Mellon,BRK003,Custodian
O5457W,CST536618,LN9948943969,8465,456.84,21-04-2025,23-04-2025,Buy,HDFC Custodian,BRK001,Custodian
